  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,Resistance,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
11,    P-2420,   2023/01/30 20:47:46,           1-01,11,-0.199,-0.802,-0.379,0.225,20457,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675129974,0.226,0.201,0.677,0.156,175.65,-0.002,-0.014,4.204,96.945,24.84,1.081,61.663,0.869,0.037,0,0,0,"    
21.71",41.312,1,1,1,WassenaarRS,0,1
12,    P-2420,   2023/01/30 20:56:46,           1-01,12,-0.191,-0.773,-0.042,0.217,20661,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675130513,0.221,0.19,0.7,0.161,171.037,-0.001,-0.014,4.089,97.818,25.013,1.106,62.402,0.87,0.085,0,0,0,"    
21.67",41.75,1,1,1,WassenaarRS,0,1
13,    P-2420,   2023/01/30 21:05:46,           1-01,13,-0.166,-0.739,0.156,0.224,20608,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675131054,0.214,0.171,0.678,0.162,164.931,-0.001,-0.013,3.941,97.596,25.076,1.102,61.867,0.871,0.14,0,0,0,"    
21.72",42,1,1,1,WassenaarRS,0,1
14,    P-2420,   2023/01/30 21:14:46,           1-01,14,-0.218,-0.771,0.38,0.189,20390,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675131593,0.213,0.207,0.597,0.138,173.658,-0.001,-0.012,4.132,96.503,24.721,1.096,62.187,0.87,0.292,0,0,0,"    
21.68",41.438,1,1,1,WassenaarRS,0,1
15,    P-2420,   2023/01/30 21:23:45,           1-01,15,-0.177,-0.742,0.409,0.215,20655,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675132133,0.206,0.188,0.657,0.142,171.408,-0.001,-0.013,4.072,97.777,25.077,1.099,62.338,0.871,0.148,0,0,0,"    
21.61",41.25,1,1,1,WassenaarRS,0,1
16,    P-2420,   2023/01/30 21:32:45,           1-01,16,-0.107,-0.671,0.597,0.247,20613,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675132673,0.223,0.188,0.608,0.164,167.206,-0.001,-0.011,3.978,97.629,25.054,1.095,61.904,0.87,0.08,0,0,0,"    
21.74",41.938,1,1,1,WassenaarRS,0,1
17,    P-2420,   2023/01/30 21:41:45,           1-01,17,-0.161,-0.697,0.775,0.208,20513,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675133213,0.215,0.186,0.634,0.153,163.479,-0.002,-0.012,3.91,97.148,24.844,1.094,62.037,0.87,0.144,0,0,0,"    
21.80",41.688,1,1,1,WassenaarRS,0,1
18,    P-2420,   2023/01/30 21:50:45,           1-01,18,-0.155,-0.713,0.794,0.222,20505,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675133753,0.223,0.199,0.651,0.154,170.28,-0.002,-0.012,4.05,97.084,25.024,1.09,61.617,0.87,0.128,0,0,0,"    
21.65",41.188,1,1,1,WassenaarRS,0,1
19,    P-2420,   2023/01/30 21:59:44,           1-01,19,-0.164,-0.707,0.926,0.209,20560,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675134292,0.23,0.196,0.625,0.166,168.435,-0.001,-0.011,4.005,97.328,25.055,1.09,61.843,0.87,0.13,0,0,0,"    
21.67",41.688,1,1,1,WassenaarRS,0,1
20,    P-2420,   2023/01/30 22:08:43,           1-01,20,-0.164,-0.698,1.026,0.205,20505,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675134831,0.2,0.183,0.566,0.142,163.056,-0.001,-0.01,3.902,97.103,24.795,1.098,62.111,0.869,0.1,0,0,0,"    
21.73",42,1,1,1,WassenaarRS,0,1
21,    P-2420,   2023/01/30 22:17:43,           1-01,21,-0.124,-0.677,1.18,0.234,20485,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675135371,0.238,0.182,0.629,0.169,159.723,0,-0.011,3.795,97.01,24.911,1.09,61.622,0.87,0.137,0,0,0,"    
21.67",41.688,1,1,1,WassenaarRS,0,1
22,    P-2420,   2023/01/30 22:26:43,           1-01,22,-0.124,-0.673,1.27,0.231,20498,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675135911,0.213,0.18,0.579,0.152,168.84,-0.001,-0.01,4.003,97.045,24.849,1.098,62.017,0.871,0.179,0,0,0,"    
21.79",40.938,1,1,1,WassenaarRS,0,1
23,    P-2420,   2023/01/30 22:35:42,           1-01,23,-0.157,-0.692,1.287,0.209,20453,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675136450,0.21,0.18,0.612,0.151,165.896,-0.001,-0.012,3.945,96.863,24.801,1.089,61.767,0.869,0.166,0,0,0,"    
21.75",40.938,1,1,1,WassenaarRS,0,1
24,    P-2420,   2023/01/30 22:44:42,           1-01,24,-0.146,-0.687,1.397,0.217,20680,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675136990,0.218,0.182,0.578,0.161,165.216,-0.001,-0.01,3.949,97.84,25.116,1.106,62.325,0.87,0.149,0,0,0,"    
21.74",41.438,1,1,1,WassenaarRS,0,1
25,    P-2420,   2023/01/30 22:53:42,           1-01,25,-0.121,-0.656,1.408,0.226,20537,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675137530,0.197,0.186,0.565,0.138,165.001,-0.001,-0.01,3.92,97.229,24.959,1.097,61.787,0.87,0.099,0,0,0,"    
21.74",41.688,1,1,1,WassenaarRS,0,1
26,    P-2420,   2023/01/30 23:02:41,           1-01,26,-0.188,-0.7,1.441,0.182,20550,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675138069,0.242,0.194,0.528,0.167,161.918,-0.001,-0.009,3.841,97.206,24.947,1.105,62.496,0.871,0.24,0,0,0,"    
21.74",41.688,1,1,1,WassenaarRS,0,1
27,    P-2420,   2023/01/30 23:11:41,           1-01,27,-0.142,-0.657,1.547,0.205,20458,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675138609,0.229,0.189,0.498,0.164,158.757,-0.001,-0.009,3.813,96.894,24.844,1.087,61.607,0.871,0.089,0,0,0,"    
21.83",41.438,1,1,1,WassenaarRS,0,1
28,    P-2420,   2023/01/30 23:20:42,           1-01,28,-0.103,-0.637,1.594,0.234,20425,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675139150,0.19,0.188,0.554,0.134,164.308,-0.001,-0.01,3.932,96.685,24.861,1.09,61.808,0.87,0.213,0,0,0,"    
21.75",40.875,1,1,1,WassenaarRS,0,1
29,    P-2420,   2023/01/30 23:29:42,           1-01,29,-0.104,-0.642,1.617,0.235,20585,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675139690,0.217,0.177,0.545,0.155,165.162,-0.001,-0.009,3.945,97.472,24.954,1.096,62.024,0.871,0.082,0,0,0,"    
21.70",41.062,1,1,1,WassenaarRS,0,1
30,    P-2420,   2023/01/30 23:38:41,           1-01,30,-0.127,-0.65,1.734,0.217,20569,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675140229,0.2,0.179,0.597,0.147,161.679,0,-0.011,3.842,97.328,25.083,1.094,61.843,0.87,0.179,0,0,0,"    
21.76",41.562,1,1,1,WassenaarRS,0,1
31,    P-2420,   2023/01/30 23:47:41,           1-01,31,-0.15,-0.663,1.658,0.201,20587,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675140768,0.206,0.166,0.584,0.155,163.143,-0.001,-0.011,3.876,97.438,24.942,1.101,62.221,0.87,0.133,0,0,0,"    
21.79",41.688,1,1,1,WassenaarRS,0,1
32,    P-2420,   2023/01/30 23:56:40,           1-01,32,-0.109,-0.628,1.825,0.222,20536,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675141308,0.208,0.173,0.511,0.153,158.807,-0.001,-0.009,3.797,97.196,25.012,1.088,61.772,0.87,0.154,0,0,0,"    
21.76",41.625,1,1,1,WassenaarRS,0,1
33,    P-2420,   2023/01/31 00:05:40,           1-01,33,-0.111,-0.634,1.895,0.224,20484,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675141848,0.231,0.188,0.562,0.167,161.932,-0.001,-0.01,3.848,96.964,24.891,1.093,61.794,0.87,0.134,0,0,0,"    
21.78",41.125,1,1,1,WassenaarRS,0,1
34,    P-2420,   2023/01/31 00:14:40,           1-01,34,-0.142,-0.646,1.913,0.199,20556,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675142388,0.228,0.188,0.524,0.158,164.758,-0.001,-0.009,3.916,97.217,25.023,1.104,62.228,0.87,0.279,0,0,0,"    
21.67",40.875,1,1,1,WassenaarRS,0,1
35,    P-2420,   2023/01/31 00:23:40,           1-01,35,-0.116,-0.617,1.9,0.21,20581,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675142928,0.204,0.18,0.537,0.153,164.229,-0.001,-0.009,3.903,97.406,25.046,1.093,61.917,0.87,0.181,0,0,0,"    
21.72",41.25,1,1,1,WassenaarRS,0,1
36,    P-2420,   2023/01/31 00:32:40,           1-01,36,-0.135,-0.661,1.908,0.214,20530,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675143467,0.196,0.176,0.539,0.142,162.162,0,-0.01,3.852,97.172,24.976,1.095,61.882,0.871,0.123,0,0,0,"    
21.68",41.5,1,1,1,WassenaarRS,0,1
37,    P-2420,   2023/01/31 00:41:39,           1-01,37,-0.102,-0.628,1.982,0.23,20670,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675144008,0.221,0.171,0.587,0.166,160.731,-0.001,-0.011,3.839,97.827,25.045,1.101,62.312,0.871,0.153,0,0,0,"    
21.79",41.688,1,1,1,WassenaarRS,0,1
38,    P-2420,   2023/01/31 00:50:39,           1-01,38,-0.126,-0.624,2.022,0.203,20628,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675144546,0.212,0.179,0.576,0.153,159.323,-0.001,-0.01,3.78,97.596,25.123,1.097,62.136,0.871,0.104,0,0,0,"    
21.77",41.75,1,1,1,WassenaarRS,0,1
39,    P-2420,   2023/01/31 00:59:38,           1-01,39,-0.097,-0.61,2.074,0.225,20493,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675145086,0.204,0.174,0.51,0.15,158.948,-0.001,-0.008,3.783,96.994,24.963,1.089,61.775,0.869,0.125,0,0,0,"    
21.71",41.438,1,1,1,WassenaarRS,0,1
40,    P-2420,   2023/01/31 01:08:39,           1-01,40,-0.082,-0.585,2.079,0.227,20539,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675145626,0.205,0.181,0.511,0.147,159.105,-0.001,-0.009,3.779,97.249,24.822,1.103,62.075,0.87,0.144,0,0,0,"    
21.73",40.875,1,1,1,WassenaarRS,0,1
41,    P-2420,   2023/01/31 01:17:38,           1-01,41,-0.102,-0.63,2.122,0.231,20552,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675146166,0.2,0.175,0.506,0.141,162.375,0,-0.009,3.884,97.25,25.032,1.095,61.863,0.87,0.138,0,0,0,"    
21.66",41.062,1,1,1,WassenaarRS,0,1
42,    P-2420,   2023/01/31 01:26:38,           1-01,42,-0.111,-0.631,2.227,0.223,20610,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675146706,0.228,0.2,0.452,0.153,162.512,-0.001,-0.007,3.884,97.475,25.033,1.107,62.269,0.87,0.216,0,0,0,"    
21.63",41.375,1,1,1,WassenaarRS,0,1
43,    P-2420,   2023/01/31 01:35:38,           1-01,43,-0.13,-0.632,2.202,0.204,20715,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675147246,0.207,0.187,0.537,0.159,163.681,-0.001,-0.009,3.889,97.958,25.207,1.109,62.393,0.87,0.149,0,0,0,"    
21.79",41.562,1,1,1,WassenaarRS,0,1
44,    P-2420,   2023/01/31 01:44:38,           1-01,44,-0.145,-0.659,2.259,0.203,20622,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675147786,0.213,0.184,0.534,0.15,161.406,-0.001,-0.01,3.832,97.527,25.078,1.104,62.31,0.87,0.238,0,0,0,"    
21.68",41.688,1,1,1,WassenaarRS,0,1
45,    P-2420,   2023/01/31 01:53:38,           1-01,45,-0.097,-0.608,2.272,0.224,20620,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1675148325,0.221,0.174,0.48,0.156,158.244,-0.001,-0.007,3.754,97.585,24.96,1.11,62.279,0.871,0.118,0,0,0,"    
21.76",41.75,1,1,1,WassenaarRS,0,1
46,    P-2421,   2023/01/31 02:03:37,           1-02,1,0.747,0.925,-0.467,0.259,21220,-1,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675148925,0.222,0.189,0.485,0.155,166.893,-0.001,-0.008,3.964,100.259,25.644,1.138,64.065,0.87,0.089,0,0,0,"    
21.86",41.125,1,2,2,WassenaarRS,0,1
47,    P-2421,   2023/01/31 02:12:38,           1-02,2,0.677,0.804,-0.993,0.252,21889,-1,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675149465,0.208,0.188,0.501,0.151,168.064,-0.001,-0.008,3.962,103.099,26.416,1.197,66.554,0.871,0.297,0,0,0,"    
21.69",40.938,1,2,2,WassenaarRS,0,1
48,    P-2421,   2023/01/31 02:21:37,           1-02,3,0.743,0.929,-0.495,0.253,21009,-1,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675150005,0.228,0.215,0.435,0.148,166.259,-0.002,-0.006,3.927,99.251,25.636,1.115,62.962,0.87,0.117,0,0,0,"    
21.76",41.188,1,2,2,WassenaarRS,0,1
49,    P-2421,   2023/01/31 02:30:38,           1-02,4,0.744,0.99,-0.335,0.221,20648,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675150545,0.204,0.176,0.54,0.145,159.221,0,-0.009,3.809,97.627,25.092,1.107,62.248,0.87,0.167,0,0,0,"    
21.68",41.438,1,2,2,WassenaarRS,0,1
50,    P-2421,   2023/01/31 02:39:38,           1-02,5,0.759,0.993,-0.334,0.235,20534,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675151086,0.21,0.171,0.512,0.161,161.296,-0.001,-0.008,3.825,97.134,24.93,1.1,61.939,0.872,0.159,0,0,0,"    
21.79",41.625,1,2,2,WassenaarRS,0,1
51,    P-2421,   2023/01/31 02:48:37,           1-02,6,0.776,0.991,-0.426,0.253,20517,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675151625,0.201,0.177,0.543,0.147,156.119,-0.001,-0.009,3.73,97.071,24.977,1.091,61.759,0.871,0.097,0,0,0,"    
21.81",41.875,1,2,2,WassenaarRS,0,1
52,    P-2421,   2023/01/31 02:57:37,           1-02,7,0.788,1.022,-0.447,0.248,20368,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675152164,0.204,0.186,0.486,0.142,156.72,-0.001,-0.008,3.745,96.475,24.697,1.082,61.407,0.871,0.153,0,0,0,"    
21.83",41.5,1,2,2,WassenaarRS,0,1
53,    P-2421,   2023/01/31 03:06:36,           1-02,8,0.776,0.998,-0.257,0.249,20640,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675152704,0.217,0.189,0.46,0.15,160.11,-0.001,-0.007,3.824,97.579,25.078,1.105,62.54,0.871,0.212,0,0,0,"    
21.73",40.938,1,2,2,WassenaarRS,0,1
54,    P-2421,   2023/01/31 03:15:37,           1-02,9,0.786,1.016,-0.312,0.249,20524,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675153245,0.211,0.185,0.466,0.145,162.104,-0.001,-0.006,3.872,97.097,24.976,1.091,61.789,0.87,0.11,0,0,0,"    
21.71",41.312,1,2,2,WassenaarRS,0,1
55,    P-2421,   2023/01/31 03:24:37,           1-02,10,0.755,1.017,-0.187,0.218,20503,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1675153784,0.216,0.188,0.535,0.149,157.732,-0.001,-0.008,3.745,96.937,24.948,1.098,62.119,0.87,0.205,0,0,0,"    
21.79",41.688,1,2,2,WassenaarRS,0,1
56,    P-2422,   2023/01/31 03:34:36,           1-03,1,1.778,2.88,8.175,0.258,21336,-1,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675154384,0.2,0.17,0.489,0.146,168.505,-0.001,-0.007,4.001,100.687,25.701,1.159,64.829,0.871,0.165,0,0,0,"    
21.76",41.125,1,3,2,WassenaarRS,0,1
57,    P-2422,   2023/01/31 03:43:36,           1-03,2,1.677,2.665,7.59,0.27,20946,-1,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675154924,0.225,0.187,0.554,0.159,162.054,-0.001,-0.01,3.848,99.02,25.31,1.123,63.161,0.871,0.105,0,0,0,"    
21.76",41,1,3,2,WassenaarRS,0,1
58,    P-2422,   2023/01/31 03:52:36,           1-03,3,1.786,2.904,8.685,0.253,20414,-1,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675155464,0.236,0.195,0.548,0.169,160.961,-0.001,-0.009,3.845,96.624,24.654,1.09,62.036,0.871,0.167,0,0,0,"    
21.73",41.438,1,3,2,WassenaarRS,0,1
59,    P-2422,   2023/01/31 04:01:36,           1-03,4,1.813,2.936,8.9,0.263,20455,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675156004,0.224,0.198,0.515,0.157,161.817,-0.001,-0.009,3.845,96.878,24.77,1.086,61.467,0.87,0.055,0,0,0,"    
21.67",41.688,1,3,2,WassenaarRS,0,1
60,    P-2422,   2023/01/31 04:10:36,           1-03,5,1.853,3.006,8.943,0.267,20400,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675156544,0.208,0.182,0.507,0.147,154.605,-0.001,-0.009,3.69,96.644,24.696,1.082,61.457,0.871,0.101,0,0,0,"    
21.73",41.688,1,3,2,WassenaarRS,0,1
61,    P-2422,   2023/01/31 04:19:36,           1-03,6,1.834,2.968,9.065,0.267,20320,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675157084,0.205,0.185,0.499,0.145,159.173,-0.001,-0.008,3.787,96.243,24.655,1.078,61.263,0.869,0.088,0,0,0,"    
21.71",41.188,1,3,2,WassenaarRS,0,1
62,    P-2422,   2023/01/31 04:28:35,           1-03,7,1.816,2.963,9.093,0.252,20460,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675157623,0.213,0.181,0.502,0.15,160.99,-0.001,-0.008,3.85,96.834,24.81,1.089,61.815,0.87,0.097,0,0,0,"    
21.74",40.938,1,3,2,WassenaarRS,0,1
63,    P-2422,   2023/01/31 04:37:34,           1-03,8,1.859,2.987,9.127,0.282,20564,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675158162,0.233,0.183,0.497,0.168,161.603,-0.001,-0.008,3.857,97.341,24.894,1.092,61.965,0.871,0.064,0,0,0,"    
21.66",41.438,1,3,2,WassenaarRS,0,1
64,    P-2422,   2023/01/31 04:46:33,           1-03,9,1.817,2.985,9.227,0.242,20441,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675158702,0.225,0.194,0.511,0.159,157.218,-0.001,-0.009,3.756,96.711,24.811,1.092,61.863,0.87,0.198,0,0,0,"    
21.80",41.75,1,3,2,WassenaarRS,0,1
65,    P-2422,   2023/01/31 04:55:33,           1-03,10,1.84,2.969,9.221,0.274,20337,0,1,                               UltraBoil,                                T1V3-ID2,                 H2O,1675159241,0.194,0.178,0.517,0.135,158.059,-0.001,-0.007,3.778,96.27,24.608,1.089,61.628,0.87,0.153,0,0,0,"    
21.79",41.188,1,3,2,WassenaarRS,0,1
66,    P-2423,   2023/01/31 05:05:32,           1-04,1,2.948,5.098,15.197,0.259,21357,-1,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675159840,0.213,0.183,0.495,0.149,167.023,-0.002,-0.008,3.963,100.78,25.605,1.162,65.213,0.871,0.236,0,0,0,"    
21.82",41,1,4,2,WassenaarRS,0,1
67,    P-2423,   2023/01/31 05:14:32,           1-04,2,2.819,4.853,14.808,0.259,21425,-1,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675160380,0.217,0.182,0.525,0.159,161.149,0,-0.008,3.822,101.056,25.886,1.158,64.834,0.871,0.158,0,0,0,"    
21.75",41.562,1,4,2,WassenaarRS,0,1
68,    P-2423,   2023/01/31 05:23:32,           1-04,3,2.959,5.136,15.746,0.25,20815,-1,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675160920,0.2,0.173,0.539,0.148,156.636,-0.001,-0.009,3.739,98.324,25.238,1.119,63.025,0.871,0.193,0,0,0,"    
21.65",41.688,1,4,2,WassenaarRS,0,1
69,    P-2423,   2023/01/31 05:32:32,           1-04,4,3.029,5.247,16.151,0.261,21042,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675161460,0.205,0.177,0.503,0.141,159.659,-0.001,-0.01,3.793,99.454,25.297,1.136,63.608,0.871,0.117,0,0,0,"    
21.86",41.125,1,4,2,WassenaarRS,0,1
70,    P-2423,   2023/01/31 05:41:32,           1-04,5,3.002,5.187,16.034,0.266,20851,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675162000,0.196,0.188,0.518,0.145,162.047,-0.002,-0.009,3.871,98.574,25.209,1.119,62.81,0.87,0.107,0,0,0,"    
21.70",40.875,1,4,2,WassenaarRS,0,1
71,    P-2423,   2023/01/31 05:50:32,           1-04,6,3.012,5.184,15.871,0.277,20766,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675162539,0.21,0.208,0.476,0.146,165.986,-0.001,-0.008,3.922,98.238,24.99,1.113,62.902,0.87,0.132,0,0,0,"    
21.74",41.375,1,4,2,WassenaarRS,0,1
72,    P-2423,   2023/01/31 05:59:31,           1-04,7,2.992,5.191,16.086,0.254,20791,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675163080,0.212,0.185,0.515,0.153,160.037,-0.001,-0.008,3.826,98.266,25.114,1.118,62.962,0.87,0.149,0,0,0,"    
21.75",41.75,1,4,2,WassenaarRS,0,1
73,    P-2423,   2023/01/31 06:08:31,           1-04,8,2.994,5.22,16.184,0.241,20463,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675163619,0.219,0.186,0.545,0.158,156.957,-0.001,-0.01,3.722,96.819,24.741,1.094,62.136,0.871,0.197,0,0,0,"    
21.74",41.75,1,4,2,WassenaarRS,0,1
74,    P-2423,   2023/01/31 06:17:32,           1-04,9,3.009,5.222,16.242,0.254,20539,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675164160,0.198,0.17,0.512,0.144,161.291,-0.001,-0.008,3.861,97.158,24.704,1.106,62.572,0.87,0.152,0,0,0,"    
21.84",41.125,1,4,2,WassenaarRS,0,1
75,    P-2423,   2023/01/31 06:26:31,           1-04,10,3.006,5.231,16.239,0.247,20508,0,1,                             SupremeBoil,                                T1V4-ID2,                 H2O,1675164699,0.215,0.201,0.491,0.143,162.072,-0.002,-0.008,3.852,97.023,24.777,1.102,62.17,0.869,0.146,0,0,0,"    
21.66",40.938,1,4,2,WassenaarRS,0,1
